ユニット名,"上位ユニット
完全名","ユニット
種別",位置情報,, サイズ ,,コメント,先行,"接続
種別","実行
エージェント","実行順序
制御","多重
起動","保存
世代数","優先
順位","上位のジョブネットに
依存する",有効範囲,"ジョブ
グループ名","排他
ジョブネット名","リンクする
ルール番号","開始
時刻","処理
サイクル",遅延監視,,起動条件,コマンド文
SLPRN_OSLP2028X01_UQJP,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,9,4,60,50,demand-forecast-by-week-by-sales-sum,,,pajsm21,しない,n,1,,n,,,,1,29:00:00,1日毎,,,,
SLPRN_080MSTI03380,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2028X01_UQJP,j,1,6,,,import-demand-forecast-by-week-by-sales-sum,SLPRN_OSLP2028X01BU01,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-demand-forecast-by-week-by-sales-sum -e OUTBOUND_ID=OSLP2028X01BU01 -e BATCH_PROCESS_TARGET=""1"""
SLPRN_OSLP2028X01BU01,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2028X01_UQJP,j,1,2,,,file_monitor demand-forecast-by-week-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2028X01BU01/OSLP2028X01BU01_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2028X01_UQKR,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,18,4,60,50,demand-forecast-by-week-by-sales-sum,,,pajsm21,しない,n,1,,n,,,,1,32:00:00,1日毎,,,,
SLPRN_080MSTI0338,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2028X01_UQKR,j,1,6,,,import-demand-forecast-by-week-by-sales-sum,SLPRN_OSLP2028X01BU05,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-demand-forecast-by-week-by-sales-sum -e OUTBOUND_ID=OSLP2028X01BU05 -e BATCH_PROCESS_TARGET=""5"""
SLPRN_OSLP2028X01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2028X01_UQKR,j,1,2,,,file_monitor demand-forecast-by-week-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2028X01BU05/OSLP2028X01BU05_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2028X01_UQTW,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,36,4,60,50,demand-forecast-by-week-by-sales-sum,,,pajsm21,しない,n,1,,n,,,,1,32:00:00,1日毎,,,,
SLPRN_080MSTI033822,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2028X01_UQTW,j,2,6,,,import-demand-forecast-by-week-by-sales-sum,SLPRN_OSLP2028X01BU10,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-demand-forecast-by-week-by-sales-sum -e OUTBOUND_ID=OSLP2028X01BU10 -e BATCH_PROCESS_TARGET=""10"""
SLPRN_OSLP2028X01BU10,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2028X01_UQTW,j,2,2,,,file_monitor demand-forecast-by-week-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2028X01BU10/OSLP2028X01BU10_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2032X01_UQHK,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,24,4,60,50,sales-sum-master,,,pajsm21,しない,n,1,,n,,,,1,26:00:00,1日毎,,,,
SLPRN_080MSTI03422,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2032X01_UQHK,j,2,6,,,import-sales-sum-master,SLPRN_OSLP032X01BU06,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-sales-sum-master -e BATCH_PROCESS_TARGET=""6"" -e OUTBOUND_ID=OSLP2032X01BU06"
SLPRN_OSLP032X01BU06,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2032X01_UQHK,j,2,2,,,file_monitor sales-sum-master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2032X01BU06/OSLP2032X01BU06_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2032X01_UQJP,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,6,4,60,50,sales-sum-master,,,pajsm21,しない,n,1,,n,,,,1,25:00:00,1日毎,,,,
SLPRN_080MSTI03420,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2032X01_UQJP,j,1,6,,,import-sales-sum-master,SLPRN_OSLP032X01BU01,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-sales-sum-master -e BATCH_PROCESS_TARGET=""1"" -e OUTBOUND_ID=OSLP2032X01BU01"
SLPRN_OSLP032X01BU01,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2032X01_UQJP,j,1,2,,,file_monitor sales-sum-master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2032X01BU01/OSLP2032X01BU01_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2032X01_UQKR,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,15,4,60,50,sales-sum-master,,,pajsm21,しない,n,1,,n,,,,1,26:00:00,1日毎,,,,
SLPRN_080MSTI0342,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2032X01_UQKR,j,2,6,,,import-sales-sum-master,SLPRN_OSLP032X01BU05,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-sales-sum-master -e BATCH_PROCESS_TARGET=""5"" -e OUTBOUND_ID=OSLP2032X01BU05"
SLPRN_OSLP032X01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2032X01_UQKR,j,2,2,,,file_monitor sales-sum-master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2032X01BU05/OSLP2032X01BU05_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2032X01_UQTW,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,33,4,60,50,sales-sum-master,,,pajsm21,しない,n,1,,n,,,,1,26:00:00,1日毎,,,,
SLPRN_080MSTI034222,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2032X01_UQTW,j,2,6,,,import-sales-sum-master,SLPRN_OSLP032X01BU10,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-sales-sum-master -e BATCH_PROCESS_TARGET=""10"" -e OUTBOUND_ID=OSLP2032X01BU10"
SLPRN_OSLP032X01BU10,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2032X01_UQTW,j,2,2,,,file_monitor sales-sum-master,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2032X01BU10/OSLP2032X01BU10_{year}{month}{day}-*.csv -t 8h
SLPRN_OSLP2999X01_UQHK,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,21,4,60,50,demand-forecast-by-week-by-store-type-by-sales-sum,,,pajsm21,しない,n,1,,n,,,,1,27:00:00,1日毎,,,,
SLPRN_080MSTI03392,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2999X01_UQHK,j,2,6,,,import-demand-forecast-by-week-by-store-type-by-sales-sum,SLPRN_OSLP2999X01BU06,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-demand-forecast-by-week-by-store-type-by-sales-sum -e OUTBOUND_ID=OSLP2999X01BU06 -e BATCH_PROCESS_TARGET=""6"""
SLPRN_OSLP2999X01BU06,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2999X01_UQHK,j,2,2,,,file_monitor demand-forecast-by-week-by-store-type-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2999X01BU06/OSLP2999X01BU06_{year}{month}{day}-*.zip -t 8h
SLPRN_OSLP2999X01_UQJP,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,3,4,60,50,demand-forecast-by-week-by-store-type-by-sales-sum,,,pajsm21,しない,n,1,,n,,,,1,26:00:00,1日毎,,,,
SLPRN_080MSTI03390,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2999X01_UQJP,j,1,6,,,import-demand-forecast-by-week-by-store-type-by-sales-sum,SLPRN_OSLP2999X01BU01,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-demand-forecast-by-week-by-store-type-by-sales-sum -e OUTBOUND_ID=OSLP2999X01BU01 -e BATCH_PROCESS_TARGET=""1"""
SLPRN_OSLP2999X01BU01,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2999X01_UQJP,j,1,2,,,file_monitor demand-forecast-by-week-by-store-type-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2999X01BU01/OSLP2999X01BU01_{year}{month}{day}-*.zip -t 8h
SLPRN_OSLP2999X01_UQKR,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,12,4,60,50,demand-forecast-by-week-by-store-type-by-sales-sum,,,pajsm21,しない,n,1,,n,,,,1,27:00:00,1日毎,,,,
SLPRN_080MSTI0339,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2999X01_UQKR,j,3,6,,,import-demand-forecast-by-week-by-store-type-by-sales-sum,SLPRN_OSLP2999X01BU05,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-demand-forecast-by-week-by-store-type-by-sales-sum -e OUTBOUND_ID=OSLP2999X01BU05 -e BATCH_PROCESS_TARGET=""5"""
SLPRN_OSLP2999X01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2999X01_UQKR,j,3,2,,,file_monitor demand-forecast-by-week-by-store-type-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2999X01BU05/OSLP2999X01BU05_{year}{month}{day}-*.zip -t 8h
SLPRN_OSLP2999X01_UQTW,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout,n,30,4,60,50,demand-forecast-by-week-by-store-type-by-sales-sum,,,pajsm21,しない,n,1,,n,,,,1,27:00:00,1日毎,,,,
SLPRN_080MSTI03393,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2999X01_UQTW,j,2,6,,,import-demand-forecast-by-week-by-store-type-by-sales-sum,SLPRN_OSLP2999X01B10,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-demand-forecast-by-week-by-store-type-by-sales-sum -e OUTBOUND_ID=OSLP2999X01BU10 -e BATCH_PROCESS_TARGET=""10"""
SLPRN_OSLP2999X01B10,/差分反映用_SLP/20250408/JP/SLP01N_00001/item-list-for-standard-layout/SLPRN_OSLP2999X01_UQTW,j,2,2,,,file_monitor demand-forecast-by-week-by-store-type-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f BIF/{year}{month}{day}/OSLP2999X01BU10/OSLP2999X01BU10_{year}{month}{day}-*.zip -t 8h
month_store_fig_summary_ASIA,/差分反映用_SLP/20250408/JP/SLP01N_00001,n,97,10,100,100,month_store_figure_summary_ASIA,"SLP01N_PARTION_ABOLISH
SLPRN_080MSTB0213","seq
seq",,しない,n,1,,y,,,,,,,,,,
SLP01N_OSLP4014X012,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,2,3,60,50,monthly_sales_and_inventory_result_by_season_ASIA,,,pajsm21,しない,n,1,,n,,,,1,32:01:00,1日毎,,,,
SLPRN_020INFI031705,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4014X012,j,2,7,,,import_monthly_sales_and_inventory_result_by_season,SLPRN_OSLP4014E01BU05,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-season -e OUTBOUND_ID=OSLP4014X01BU05 -e BATCH_PROCESS_TARGET=""1/05"""
SLPRN_020INFI031706,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4014X012,j,4,7,,,import_monthly_sales_and_inventory_result_by_season,SLPRN_OSLP4014E01BU06,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-season -e OUTBOUND_ID=OSLP4014X01BU06 -e BATCH_PROCESS_TARGET=""1/06,1/26"""
SLPRN_020INFI031710,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4014X012,j,6,7,,,import_monthly_sales_and_inventory_result_by_season,SLPRN_OSLP4014E01BU10,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-season -e OUTBOUND_ID=OSLP4014X01BU10 -e BATCH_PROCESS_TARGET=""1/10"""
SLPRN_OSLP4014E01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4014X012,j,2,2,,,file_monitor import_monthly_sales_and_inventory_result_by_season,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4014X01BU05/OSLP4014X01BU05_{year}{month}{day}-*.zip -t 8h
SLPRN_OSLP4014E01BU06,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4014X012,j,4,2,,,file_monitor import_monthly_sales_and_inventory_result_by_season,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4014X01BU06/OSLP4014X01BU06_{year}{month}{day}-*.zip -t 8h
SLPRN_OSLP4014E01BU10,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4014X012,j,6,2,,,file_monitor import_monthly_sales_and_inventory_result_by_season,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4014X01BU10/OSLP4014X01BU10_{year}{month}{day}-*.zip -t 8h
SLP01N_OSLP4016X012,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,4,3,60,50,monthly_sales_and_inventory_result_by_g_department_ASIA,,,pajsm21,しない,n,1,,n,,,,1,32:01:00,1日毎,,,,
SLPRN_020INFI031401,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4016X012,j,2,7,,,import_monthly_sales_and_inventory_result_by_g_department,SLPRN_OSLP4016E01BU05,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-stock-result-by-g-department -e OUTBOUND_ID=OSLP4016X01BU05 -e BATCH_PROCESS_TARGET=""1/05"""
SLPRN_020INFI0314012,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4016X012,j,4,7,,,import_monthly_sales_and_inventory_result_by_g_department,SLPRN_OSLP4016E01BU06,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-stock-result-by-g-department -e OUTBOUND_ID=OSLP4016X01BU06 -e BATCH_PROCESS_TARGET=""1/06,1/26"""
SLPRN_020INFI0314013,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4016X012,j,6,7,,,import_monthly_sales_and_inventory_result_by_g_department,SLPRN_OSLP4016E01BU10,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-stock-result-by-g-department -e OUTBOUND_ID=OSLP4016X01BU10 -e BATCH_PROCESS_TARGET=""1/10"""
SLPRN_OSLP4016E01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4016X012,j,2,2,,,file_monitor import_monthly_sales_and_inventory_result_by_g_department,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4016X01BU05/OSLP4016X01BU05_{year}{month}{day}-*.zip -t 8h
SLPRN_OSLP4016E01BU06,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4016X012,j,4,2,,,file_monitor import_monthly_sales_and_inventory_result_by_g_department,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4016X01BU06/OSLP4016X01BU06_{year}{month}{day}-*.zip -t 8h
SLPRN_OSLP4016E01BU10,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4016X012,j,6,2,,,file_monitor import_monthly_sales_and_inventory_result_by_g_department,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4016X01BU10/OSLP4016X01BU10_{year}{month}{day}-*.zip -t 8h
SLP01N_OSLP4018X012,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,6,3,60,50,monthly_sales_and_inventory_result_by_sales_sum_ASIA,,,pajsm21,しない,n,1,,n,,,,1,32:01:00,1日毎,,,,
SLPRN_020INFI0301305,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4018X012,j,2,7,,,import_monthly_sales_and_inventory_result_by_sales_sum,SLPRN_OSLP4018X01BU05,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-sales-sum -e OUTBOUND_ID=OSLP4018X01BU05 -e BATCH_PROCESS_TARGET=""1/05"""
SLPRN_020INFI0301306,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4018X012,j,4,7,,,import_monthly_sales_and_inventory_result_by_sales_sum,SLPRN_OSLP4018X01BU06,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-sales-sum -e OUTBOUND_ID=OSLP4018X01BU06 -e BATCH_PROCESS_TARGET=""1/06,1/26"""
SLPRN_020INFI0301310,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4018X012,j,6,7,,,import_monthly_sales_and_inventory_result_by_sales_sum,SLPRN_OSLP4018X01BU10,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-sales-sum -e OUTBOUND_ID=OSLP4018X01BU10 -e BATCH_PROCESS_TARGET=""1/10"""
SLPRN_OSLP4018X01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4018X012,j,2,3,,,file_monitor import_monthly_sales_and_inventory_result_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4018X01BU05/OSLP4018X01BU05_{year}{month}{day}-*.zip -s IREP4018X01BU05_*_20.out.csv,IREP4018X01BU05_*_20.out.csv -t 8h"
SLPRN_OSLP4018X01BU06,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4018X012,j,4,3,,,file_monitor import_monthly_sales_and_inventory_result_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4018X01BU06/OSLP4018X01BU06_{year}{month}{day}-*.zip -s IREP4018X01BU06_*_20.out.csv,IREP4018X01BU06_*_20.out.csv -t 8h"
SLPRN_OSLP4018X01BU10,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4018X012,j,6,3,,,file_monitor import_monthly_sales_and_inventory_result_by_sales_sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4018X01BU10/OSLP4018X01BU10_{year}{month}{day}-*.zip -s IREP4018X01BU10_*_20.out.csv,IREP4018X01BU10_*_20.out.csv -t 8h"
SLP01N_OSLP4787X012,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,8,3,60,50,monthly_sales_and_gross_profit_target_by_gdepartment_ASIA,,,pajsm21,しない,n,1,,n,,,,1,24:31:00,1日毎,,,,
SLPRN_020INFI031905,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4787X012,j,2,7,,,import_monthly_sales_and_gross_profit_target_by_gdepartment,SLPRN_OSLP4787X01BU05,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-gross-profit-target-by-gdepartment -e OUTBOUND_ID=OSLP4787X01BU05 -e BATCH_PROCESS_TARGET=""5"""
SLPRN_020INFI031906,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4787X012,j,4,7,,,import_monthly_sales_and_gross_profit_target_by_gdepartment,SLPRN_OSLP4787X01BU06,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-gross-profit-target-by-gdepartment -e OUTBOUND_ID=OSLP4787X01BU06 -e BATCH_PROCESS_TARGET=""6"""
SLPRN_020INFI031910,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4787X012,j,6,7,,,import_monthly_sales_and_gross_profit_target_by_gdepartment,SLPRN_OSLP4787X01BU10,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-gross-profit-target-by-gdepartment -e OUTBOUND_ID=OSLP4787X01BU10 -e BATCH_PROCESS_TARGET=""10"""
